n,q,sigma,scheme,trial,latency_us
512,3329,1,lattice_only,420,486
512,3329,1,hybrid,421,522
512,3329,1,lattice_only,421,486
512,3329,1,hybrid,422,519
512,3329,1,lattice_only,422,500
512,3329,1,hybrid,423,522
512,3329,1,lattice_only,423,512
512,3329,1,hybrid,424,492
512,3329,1,lattice_only,424,510
512,3329,1,hybrid,425,546
512,3329,1,lattice_only,425,517
512,3329,1,hybrid,426,494
512,3329,1,lattice_only,426,514
512,3329,1,hybrid,427,494
512,3329,1,lattice_only,427,507
512,3329,1,hybrid,428,499
512,3329,1,lattice_only,428,507
512,3329,1,hybrid,429,544
512,3329,1,lattice_only,429,509
512,3329,1,hybrid,430,498
512,3329,1,lattice_only,430,507
512,3329,1,hybrid,431,499
512,3329,1,lattice_only,431,506
512,3329,1,hybrid,432,565
512,3329,1,lattice_only,432,525
512,3329,1,hybrid,433,530
512,3329,1,lattice_only,433,481
512,3329,1,hybrid,434,525
512,3329,1,lattice_only,434,480
512,3329,1,hybrid,435,525
512,3329,1,lattice_only,435,486
512,3329,1,hybrid,436,516
512,3329,1,lattice_only,436,540
512,3329,1,hybrid,437,520
512,3329,1,lattice_only,437,487
512,3329,1,hybrid,438,535
512,3329,1,lattice_only,438,500
512,3329,1,hybrid,439,522
512,3329,1,lattice_only,439,512
512,3329,1,hybrid,440,561
512,3329,1,lattice_only,440,518
512,3329,1,hybrid,441,495
512,3329,1,lattice_only,441,514
512,3329,1,hybrid,442,495
512,3329,1,lattice_only,442,514
512,3329,1,hybrid,443,498
512,3329,1,lattice_only,443,517
512,3329,1,hybrid,444,544
512,3329,1,lattice_only,444,559
512,3329,1,hybrid,445,500
512,3329,1,lattice_only,445,508
512,3329,1,hybrid,446,498
512,3329,1,lattice_only,446,480
512,3329,1,hybrid,447,524
512,3329,1,lattice_only,447,525
512,3329,1,hybrid,448,533
512,3329,1,lattice_only,448,481
512,3329,1,hybrid,449,525
512,3329,1,lattice_only,449,480
512,3329,1,hybrid,450,525
512,3329,1,lattice_only,450,486
512,3329,1,hybrid,451,520
512,3329,1,lattice_only,451,543
512,3329,1,hybrid,452,527
512,3329,1,lattice_only,452,486
512,3329,1,hybrid,453,520
512,3329,1,lattice_only,453,487
512,3329,1,hybrid,454,521
512,3329,1,lattice_only,454,486
512,3329,1,hybrid,455,549
512,3329,1,lattice_only,455,519
512,3329,1,hybrid,456,493
512,3329,1,lattice_only,456,509
512,3329,1,hybrid,457,494
512,3329,1,lattice_only,457,517
512,3329,1,hybrid,458,492
512,3329,1,lattice_only,458,515
512,3329,1,hybrid,459,540
512,3329,1,lattice_only,459,506
512,3329,1,hybrid,460,498
512,3329,1,lattice_only,460,507
512,3329,1,hybrid,461,499
512,3329,1,lattice_only,461,507
512,3329,1,hybrid,462,498
512,3329,1,lattice_only,462,552
512,3329,1,hybrid,463,529
512,3329,1,lattice_only,463,480
512,3329,1,hybrid,464,526
512,3329,1,lattice_only,464,480
512,3329,1,hybrid,465,522
512,3329,1,lattice_only,465,480
512,3329,1,hybrid,466,523
512,3329,1,lattice_only,466,523
512,3329,1,hybrid,467,534
512,3329,1,lattice_only,467,486
512,3329,1,hybrid,468,516
512,3329,1,lattice_only,468,487
512,3329,1,hybrid,469,519
512,3329,1,lattice_only,469,486
512,3329,1,hybrid,470,559
512,3329,1,lattice_only,470,489
512,3329,1,hybrid,471,521
512,3329,1,lattice_only,471,486
512,3329,1,hybrid,472,519
512,3329,1,lattice_only,472,512
512,3329,1,hybrid,473,492
512,3329,1,lattice_only,473,510
512,3329,1,hybrid,474,566
512,3329,1,lattice_only,474,514
512,3329,1,hybrid,475,492
512,3329,1,lattice_only,475,509
512,3329,1,hybrid,476,492
512,3329,1,lattice_only,476,510
512,3329,1,hybrid,477,498
512,3329,1,lattice_only,477,507
512,3329,1,hybrid,478,548
512,3329,1,lattice_only,478,509
512,3329,1,hybrid,479,499
512,3329,1,lattice_only,479,505
512,3329,1,hybrid,480,498
512,3329,1,lattice_only,480,504
512,3329,1,hybrid,481,536
512,3329,1,lattice_only,481,526
512,3329,1,hybrid,482,529
512,3329,1,lattice_only,482,480
512,3329,1,hybrid,483,523
512,3329,1,lattice_only,483,480
512,3329,1,hybrid,484,539
512,3329,1,lattice_only,484,493
512,3329,1,hybrid,485,527
512,3329,1,lattice_only,485,535
512,3329,1,hybrid,486,522
512,3329,1,lattice_only,486,486
512,3329,1,hybrid,487,520
512,3329,1,lattice_only,487,487
512,3329,1,hybrid,488,520
512,3329,1,lattice_only,488,486
512,3329,1,hybrid,489,559
512,3329,1,lattice_only,489,516
512,3329,1,hybrid,490,493
512,3329,1,lattice_only,490,514
512,3329,1,hybrid,491,492
512,3329,1,lattice_only,491,515
512,3329,1,hybrid,492,493
512,3329,1,lattice_only,492,556
512,3329,1,hybrid,493,560
512,3329,1,lattice_only,493,513
512,3329,1,hybrid,494,499
512,3329,1,lattice_only,494,509
512,3329,1,hybrid,495,501
512,3329,1,lattice_only,495,505
512,3329,1,hybrid,496,498
512,3329,1,lattice_only,496,551
512,3329,1,hybrid,497,531
512,3329,1,lattice_only,497,481
512,3329,1,hybrid,498,526
512,3329,1,lattice_only,498,480
512,3329,1,hybrid,499,522
512,3329,1,lattice_only,499,479
512,3329,1,hybrid,500,528
512,3329,1,lattice_only,500,532
512,3329,1,hybrid,501,524
512,3329,1,lattice_only,501,487
512,3329,1,hybrid,502,521
512,3329,1,lattice_only,502,486
512,3329,1,hybrid,503,516
512,3329,1,lattice_only,503,486
512,3329,1,hybrid,504,557
512,3329,1,lattice_only,504,491
512,3329,1,hybrid,505,523
512,3329,1,lattice_only,505,513
512,3329,1,hybrid,506,492
512,3329,1,lattice_only,506,512
512,3329,1,hybrid,507,493
512,3329,1,lattice_only,507,512
512,3329,1,hybrid,508,551
512,3329,1,lattice_only,508,517
512,3329,1,hybrid,509,492
512,3329,1,lattice_only,509,503
512,3329,1,hybrid,510,507
512,3329,1,lattice_only,510,519
512,3329,1,hybrid,511,499
512,3329,1,lattice_only,511,505
512,3329,1,hybrid,512,513
512,3329,1,lattice_only,512,510
512,3329,1,hybrid,513,498
512,3329,1,lattice_only,513,481
512,3329,1,hybrid,514,525
512,3329,1,lattice_only,514,480
512,3329,1,hybrid,515,536
512,3329,1,lattice_only,515,526
512,3329,1,hybrid,516,529
512,3329,1,lattice_only,516,480
512,3329,1,hybrid,517,523
512,3329,1,lattice_only,517,494
512,3329,1,hybrid,518,522
512,3329,1,lattice_only,518,486
512,3329,1,hybrid,519,519
512,3329,1,lattice_only,519,527
512,3329,1,hybrid,520,520
512,3329,1,lattice_only,520,486
512,3329,1,hybrid,521,521
512,3329,1,lattice_only,521,485
512,3329,1,hybrid,522,523
512,3329,1,lattice_only,522,514
512,3329,1,hybrid,523,535
512,3329,1,lattice_only,523,524
512,3329,1,hybrid,524,492
512,3329,1,lattice_only,524,513
512,3329,1,hybrid,525,492
512,3329,1,lattice_only,525,515
512,3329,1,hybrid,526,492
512,3329,1,lattice_only,526,506
512,3329,1,hybrid,527,540
512,3329,1,lattice_only,527,510
512,3329,1,hybrid,528,499
512,3329,1,lattice_only,528,507
512,3329,1,hybrid,529,500
512,3329,1,lattice_only,529,506
512,3329,1,hybrid,530,499
512,3329,1,lattice_only,530,565
512,3329,1,hybrid,531,529
512,3329,1,lattice_only,531,484
512,3329,1,hybrid,532,521
512,3329,1,lattice_only,532,480
512,3329,1,hybrid,533,526
512,3329,1,lattice_only,533,480
512,3329,1,hybrid,534,526
512,3329,1,lattice_only,534,522
512,3329,1,hybrid,535,524
512,3329,1,lattice_only,535,486
512,3329,1,hybrid,536,519
512,3329,1,lattice_only,536,486
512,3329,1,hybrid,537,519
512,3329,1,lattice_only,537,485
512,3329,1,hybrid,538,567
512,3329,1,lattice_only,538,487
512,3329,1,hybrid,539,521
512,3329,1,lattice_only,539,519
512,3329,1,hybrid,540,493
512,3329,1,lattice_only,540,510
512,3329,1,hybrid,541,493
512,3329,1,lattice_only,541,512
512,3329,1,hybrid,542,562
512,3329,1,lattice_only,542,520
512,3329,1,hybrid,543,498
512,3329,1,lattice_only,543,508
512,3329,1,hybrid,544,498
512,3329,1,lattice_only,544,507
512,3329,1,hybrid,545,499
512,3329,1,lattice_only,545,519
512,3329,1,hybrid,546,504
512,3329,1,lattice_only,546,509
512,3329,1,hybrid,547,499
512,3329,1,lattice_only,547,481
512,3329,1,hybrid,548,525
512,3329,1,lattice_only,548,480
512,3329,1,hybrid,549,526
512,3329,1,lattice_only,549,535
512,3329,1,hybrid,550,527
512,3329,1,lattice_only,550,480
512,3329,1,hybrid,551,523
512,3329,1,lattice_only,551,480
512,3329,1,hybrid,552,523
512,3329,1,lattice_only,552,485
512,3329,1,hybrid,553,517
512,3329,1,lattice_only,553,527
512,3329,1,hybrid,554,520
512,3329,1,lattice_only,554,487
512,3329,1,hybrid,555,516
512,3329,1,lattice_only,555,493
512,3329,1,hybrid,556,520
512,3329,1,lattice_only,556,485
512,3329,1,hybrid,557,535
512,3329,1,lattice_only,557,515
512,3329,1,hybrid,558,493
512,3329,1,lattice_only,558,513
512,3329,1,hybrid,559,492
512,3329,1,lattice_only,559,511
512,3329,1,hybrid,560,492
512,3329,1,lattice_only,560,512
512,3329,1,hybrid,561,543
512,3329,1,lattice_only,561,510
512,3329,1,hybrid,562,498
512,3329,1,lattice_only,562,508
512,3329,1,hybrid,563,502
512,3329,1,lattice_only,563,506
512,3329,1,hybrid,564,498
512,3329,1,lattice_only,564,548
512,3329,1,hybrid,565,528
512,3329,1,lattice_only,565,480
512,3329,1,hybrid,566,525
512,3329,1,lattice_only,566,480
512,3329,1,hybrid,567,523
512,3329,1,lattice_only,567,480
512,3329,1,hybrid,568,529
512,3329,1,lattice_only,568,539
512,3329,1,hybrid,569,526
512,3329,1,lattice_only,569,486
512,3329,1,hybrid,570,521
512,3329,1,lattice_only,570,486
512,3329,1,hybrid,571,520
512,3329,1,lattice_only,571,487
512,3329,1,hybrid,572,562
512,3329,1,lattice_only,572,487
512,3329,1,hybrid,573,522
512,3329,1,lattice_only,573,518
512,3329,1,hybrid,574,492
512,3329,1,lattice_only,574,512
512,3329,1,hybrid,575,493
512,3329,1,lattice_only,575,513
512,3329,1,hybrid,576,553
512,3329,1,lattice_only,576,516
512,3329,1,hybrid,577,498
512,3329,1,lattice_only,577,506
512,3329,1,hybrid,578,499
512,3329,1,lattice_only,578,513
512,3329,1,hybrid,579,508
512,3329,1,lattice_only,579,510
512,3329,1,hybrid,580,503
512,3329,1,lattice_only,580,510
512,3329,1,hybrid,581,528
512,3329,1,lattice_only,581,480
512,3329,1,hybrid,582,526
512,3329,1,lattice_only,582,480
512,3329,1,hybrid,583,525
512,3329,1,lattice_only,583,522
512,3329,1,hybrid,584,526
512,3329,1,lattice_only,584,480
512,3329,1,hybrid,585,541
512,3329,1,lattice_only,585,486
512,3329,1,hybrid,586,520
512,3329,1,lattice_only,586,486
512,3329,1,hybrid,587,520
512,3329,1,lattice_only,587,543
512,3329,1,hybrid,588,521
512,3329,1,lattice_only,588,486
512,3329,1,hybrid,589,520
512,3329,1,lattice_only,589,488
512,3329,1,hybrid,590,493
512,3329,1,lattice_only,590,519
512,3329,1,hybrid,591,539
512,3329,1,lattice_only,591,514
512,3329,1,hybrid,592,493
512,3329,1,lattice_only,592,514
512,3329,1,hybrid,593,493
512,3329,1,lattice_only,593,515
512,3329,1,hybrid,594,503
512,3329,1,lattice_only,594,513
512,3329,1,hybrid,595,546
512,3329,1,lattice_only,595,511
512,3329,1,hybrid,596,499
512,3329,1,lattice_only,596,505
512,3329,1,hybrid,597,499
512,3329,1,lattice_only,597,506
512,3329,1,hybrid,598,502
512,3329,1,lattice_only,598,559
512,3329,1,hybrid,599,531
512,3329,1,lattice_only,599,481
512,3329,1,hybrid,600,525
512,3329,1,lattice_only,600,480
512,3329,1,hybrid,601,526
512,3329,1,lattice_only,601,480
512,3329,1,hybrid,602,545
512,3329,1,lattice_only,602,531
512,3329,1,hybrid,603,521
512,3329,1,lattice_only,603,486
512,3329,1,hybrid,604,521
512,3329,1,lattice_only,604,487
512,3329,1,hybrid,605,519
512,3329,1,lattice_only,605,486
512,3329,1,hybrid,606,572
512,3329,1,lattice_only,606,517
512,3329,1,hybrid,607,493
512,3329,1,lattice_only,607,514
512,3329,1,hybrid,608,492
512,3329,1,lattice_only,608,516
512,3329,1,hybrid,609,495
512,3329,1,lattice_only,609,511
512,3329,1,hybrid,610,540
512,3329,1,lattice_only,610,510
512,3329,1,hybrid,611,499
512,3329,1,lattice_only,611,506
512,3329,1,hybrid,612,498
512,3329,1,lattice_only,612,506
512,3329,1,hybrid,613,498
512,3329,1,lattice_only,613,545
512,3329,1,hybrid,614,499
512,3329,1,lattice_only,614,506
512,3329,1,hybrid,615,505
512,3329,1,lattice_only,615,481
512,3329,1,hybrid,616,526
512,3329,1,lattice_only,616,486
512,3329,1,hybrid,617,527
512,3329,1,lattice_only,617,521
512,3329,1,hybrid,618,531
512,3329,1,lattice_only,618,480
512,3329,1,hybrid,619,526
512,3329,1,lattice_only,619,486
512,3329,1,hybrid,620,520
512,3329,1,lattice_only,620,486
512,3329,1,hybrid,621,523
512,3329,1,lattice_only,621,527
512,3329,1,hybrid,622,519
512,3329,1,lattice_only,622,485
512,3329,1,hybrid,623,528
512,3329,1,lattice_only,623,486
512,3329,1,hybrid,624,518
512,3329,1,lattice_only,624,512
512,3329,1,hybrid,625,551
512,3329,1,lattice_only,625,517
512,3329,1,hybrid,626,493
512,3329,1,lattice_only,626,510
512,3329,1,hybrid,627,492
512,3329,1,lattice_only,627,517
512,3329,1,hybrid,628,505
512,3329,1,lattice_only,628,507
512,3329,1,hybrid,629,541
512,3329,1,lattice_only,629,510
512,3329,1,hybrid,630,498
512,3329,1,lattice_only,630,504
512,3329,1,hybrid,631,498
512,3329,1,lattice_only,631,507
512,3329,1,hybrid,632,498
512,3329,1,lattice_only,632,557
512,3329,1,hybrid,633,530
512,3329,1,lattice_only,633,480
512,3329,1,hybrid,634,526
512,3329,1,lattice_only,634,481
512,3329,1,hybrid,635,525
512,3329,1,lattice_only,635,480
512,3329,1,hybrid,636,522
512,3329,1,lattice_only,636,522
512,3329,1,hybrid,637,522
512,3329,1,lattice_only,637,486
512,3329,1,hybrid,638,517
512,3329,1,lattice_only,638,486
512,3329,1,hybrid,639,519
512,3329,1,lattice_only,639,485
512,3329,1,hybrid,640,563
512,3329,1,lattice_only,640,488
512,3329,1,hybrid,641,528
512,3329,1,lattice_only,641,513
512,3329,1,hybrid,642,494
512,3329,1,lattice_only,642,513
512,3329,1,hybrid,643,498
512,3329,1,lattice_only,643,517
512,3329,1,hybrid,644,550
512,3329,1,lattice_only,644,517
512,3329,1,hybrid,645,499
512,3329,1,lattice_only,645,508
512,3329,1,hybrid,646,498
512,3329,1,lattice_only,646,511
512,3329,1,hybrid,647,498
512,3329,1,lattice_only,647,510
512,3329,1,hybrid,648,540
512,3329,1,lattice_only,648,510
512,3329,1,hybrid,649,498
512,3329,1,lattice_only,649,505
512,3329,1,hybrid,650,525
512,3329,1,lattice_only,650,479
512,3329,1,hybrid,651,525
512,3329,1,lattice_only,651,521
512,3329,1,hybrid,652,528
512,3329,1,lattice_only,652,480
512,3329,1,hybrid,653,524
512,3329,1,lattice_only,653,479
512,3329,1,hybrid,654,526
512,3329,1,lattice_only,654,480
512,3329,1,hybrid,655,519
512,3329,1,lattice_only,655,526
512,3329,1,hybrid,656,524
512,3329,1,lattice_only,656,489
512,3329,1,hybrid,657,517
512,3329,1,lattice_only,657,485
512,3329,1,hybrid,658,516
512,3329,1,lattice_only,658,485
512,3329,1,hybrid,659,559
512,3329,1,lattice_only,659,513
512,3329,1,hybrid,660,493
512,3329,1,lattice_only,660,510
512,3329,1,hybrid,661,493
512,3329,1,lattice_only,661,509
512,3329,1,hybrid,662,492
512,3329,1,lattice_only,662,511
512,3329,1,hybrid,663,550
512,3329,1,lattice_only,663,510
512,3329,1,hybrid,664,498
512,3329,1,lattice_only,664,504
512,3329,1,hybrid,665,499
512,3329,1,lattice_only,665,506
512,3329,1,hybrid,666,498
512,3329,1,lattice_only,666,505
512,3329,1,hybrid,667,500
512,3329,1,lattice_only,667,508
512,3329,1,hybrid,668,539
512,3329,1,lattice_only,668,481
512,3329,1,hybrid,669,523
512,3329,1,lattice_only,669,480
512,3329,1,hybrid,670,524
512,3329,1,lattice_only,670,523
512,3329,1,hybrid,671,531
512,3329,1,lattice_only,671,480
512,3329,1,hybrid,672,524
512,3329,1,lattice_only,672,486
512,3329,1,hybrid,673,519
512,3329,1,lattice_only,673,486
512,3329,1,hybrid,674,518
512,3329,1,lattice_only,674,536
512,3329,1,hybrid,675,520
512,3329,1,lattice_only,675,486
512,3329,1,hybrid,676,517
512,3329,1,lattice_only,676,486
512,3329,1,hybrid,677,516
512,3329,1,lattice_only,677,510
512,3329,1,hybrid,678,534
512,3329,1,lattice_only,678,514
512,3329,1,hybrid,679,492
512,3329,1,lattice_only,679,511
512,3329,1,hybrid,680,492
512,3329,1,lattice_only,680,509
512,3329,1,hybrid,681,492
512,3329,1,lattice_only,681,511
512,3329,1,hybrid,682,554
512,3329,1,lattice_only,682,508
512,3329,1,hybrid,683,498
512,3329,1,lattice_only,683,504
512,3329,1,hybrid,684,501
512,3329,1,lattice_only,684,505
512,3329,1,hybrid,685,498
512,3329,1,lattice_only,685,548
512,3329,1,hybrid,686,529
512,3329,1,lattice_only,686,481
512,3329,1,hybrid,687,523
512,3329,1,lattice_only,687,481
512,3329,1,hybrid,688,529
512,3329,1,lattice_only,688,480
512,3329,1,hybrid,689,522
512,3329,1,lattice_only,689,520
512,3329,1,hybrid,690,524
512,3329,1,lattice_only,690,480
512,3329,1,hybrid,691,519
512,3329,1,lattice_only,691,486
512,3329,1,hybrid,692,518
512,3329,1,lattice_only,692,486
512,3329,1,hybrid,693,523
512,3329,1,lattice_only,693,532
512,3329,1,hybrid,694,521
512,3329,1,lattice_only,694,485
512,3329,1,hybrid,695,516
512,3329,1,lattice_only,695,490
512,3329,1,hybrid,696,493
512,3329,1,lattice_only,696,533
512,3329,1,hybrid,697,539
512,3329,1,lattice_only,697,522
512,3329,1,hybrid,698,492
512,3329,1,lattice_only,698,515
512,3329,1,hybrid,699,492
512,3329,1,lattice_only,699,506
512,3329,1,hybrid,700,498
512,3329,1,lattice_only,700,510
512,3329,1,hybrid,701,552
512,3329,1,lattice_only,701,509
512,3329,1,hybrid,702,498
512,3329,1,lattice_only,702,508
512,3329,1,hybrid,703,501
512,3329,1,lattice_only,703,507
512,3329,1,hybrid,704,527
512,3329,1,lattice_only,704,518
512,3329,1,hybrid,705,526
512,3329,1,lattice_only,705,480
512,3329,1,hybrid,706,525
512,3329,1,lattice_only,706,480
512,3329,1,hybrid,707,522
512,3329,1,lattice_only,707,479
512,3329,1,hybrid,708,522
512,3329,1,lattice_only,708,524
512,3329,1,hybrid,709,522
512,3329,1,lattice_only,709,487
512,3329,1,hybrid,710,520
512,3329,1,lattice_only,710,490
512,3329,1,hybrid,711,517
512,3329,1,lattice_only,711,486
512,3329,1,hybrid,712,564
512,3329,1,lattice_only,712,519
512,3329,1,hybrid,713,493
512,3329,1,lattice_only,713,512
512,3329,1,hybrid,714,492
512,3329,1,lattice_only,714,511
512,3329,1,hybrid,715,493
512,3329,1,lattice_only,715,553
512,3329,1,hybrid,716,551
512,3329,1,lattice_only,716,513
512,3329,1,hybrid,717,500
512,3329,1,lattice_only,717,504
512,3329,1,hybrid,718,499
512,3329,1,lattice_only,718,517
512,3329,1,hybrid,719,499
512,3329,1,lattice_only,719,562
512,3329,1,hybrid,720,530
512,3329,1,lattice_only,720,630
512,3329,1,hybrid,721,573
512,3329,1,lattice_only,721,486
512,3329,1,hybrid,722,540
512,3329,1,lattice_only,722,490
512,3329,1,hybrid,723,579
512,3329,1,lattice_only,723,493
512,3329,1,hybrid,724,532
512,3329,1,lattice_only,724,518
512,3329,1,hybrid,725,497
512,3329,1,lattice_only,725,523
512,3329,1,hybrid,726,498
512,3329,1,lattice_only,726,527
512,3329,1,hybrid,727,538
512,3329,1,lattice_only,727,522
512,3329,1,hybrid,728,496
512,3329,1,lattice_only,728,520
512,3329,1,hybrid,729,496
512,3329,1,lattice_only,729,518
512,3329,1,hybrid,730,496
512,3329,1,lattice_only,730,554
512,3329,1,hybrid,731,505
512,3329,1,lattice_only,731,484
512,3329,1,hybrid,732,526
512,3329,1,lattice_only,732,483
512,3329,1,hybrid,733,529
512,3329,1,lattice_only,733,483
512,3329,1,hybrid,734,527
512,3329,1,lattice_only,734,542
512,3329,1,hybrid,735,541
512,3329,1,lattice_only,735,480
512,3329,1,hybrid,736,527
512,3329,1,lattice_only,736,481
512,3329,1,hybrid,737,526
512,3329,1,lattice_only,737,482
512,3329,1,hybrid,738,572
512,3329,1,lattice_only,738,494
512,3329,1,hybrid,739,525
512,3329,1,lattice_only,739,529
512,3329,1,hybrid,740,496
512,3329,1,lattice_only,740,516
512,3329,1,hybrid,741,493
512,3329,1,lattice_only,741,517
512,3329,1,hybrid,742,535
512,3329,1,lattice_only,742,518
512,3329,1,hybrid,743,494
512,3329,1,lattice_only,743,511
512,3329,1,hybrid,744,493
512,3329,1,lattice_only,744,511
512,3329,1,hybrid,745,504
512,3329,1,lattice_only,745,512
512,3329,1,hybrid,746,501
512,3329,1,lattice_only,746,511
512,3329,1,hybrid,747,528
512,3329,1,lattice_only,747,481
512,3329,1,hybrid,748,527
512,3329,1,lattice_only,748,481
512,3329,1,hybrid,749,527
512,3329,1,lattice_only,749,521
512,3329,1,hybrid,750,547
512,3329,1,lattice_only,750,481
512,3329,1,hybrid,751,525
512,3329,1,lattice_only,751,481
512,3329,1,hybrid,752,523
512,3329,1,lattice_only,752,481
512,3329,1,hybrid,753,524
512,3329,1,lattice_only,753,523
512,3329,1,hybrid,754,524
512,3329,1,lattice_only,754,486
512,3329,1,hybrid,755,522
512,3329,1,lattice_only,755,487
512,3329,1,hybrid,756,493
512,3329,1,lattice_only,756,512
512,3329,1,hybrid,757,549
512,3329,1,lattice_only,757,517
512,3329,1,hybrid,758,493
512,3329,1,lattice_only,758,512
512,3329,1,hybrid,759,495
512,3329,1,lattice_only,759,519
512,3329,1,hybrid,760,500
512,3329,1,lattice_only,760,520
512,3329,1,hybrid,761,538
512,3329,1,lattice_only,761,519
512,3329,1,hybrid,762,500
512,3329,1,lattice_only,762,508
512,3329,1,hybrid,763,500
512,3329,1,lattice_only,763,505
512,3329,1,hybrid,764,499
512,3329,1,lattice_only,764,522
512,3329,1,hybrid,765,529
512,3329,1,lattice_only,765,481
512,3329,1,hybrid,766,527
512,3329,1,lattice_only,766,481
512,3329,1,hybrid,767,530
512,3329,1,lattice_only,767,484
512,3329,1,hybrid,768,567
512,3329,1,lattice_only,768,564
512,3329,1,hybrid,769,531
512,3329,1,lattice_only,769,486
512,3329,1,hybrid,770,518
512,3329,1,lattice_only,770,485
512,3329,1,hybrid,771,535
512,3329,1,lattice_only,771,516
512,3329,1,hybrid,772,538
512,3329,1,lattice_only,772,522
512,3329,1,hybrid,773,492
512,3329,1,lattice_only,773,514
512,3329,1,hybrid,774,492
512,3329,1,lattice_only,774,511
512,3329,1,hybrid,775,492
512,3329,1,lattice_only,775,513
512,3329,1,hybrid,776,550
512,3329,1,lattice_only,776,515
512,3329,1,hybrid,777,492
512,3329,1,lattice_only,777,505
512,3329,1,hybrid,778,511
512,3329,1,lattice_only,778,506
512,3329,1,hybrid,779,537
